label,pitch,energy,zcr,spectral_centroid
anger,312.576037697192,0.04982936009764671,0.11688332479508197,1721.6150987519115
anger,326.6862167947832,0.1391560435295105,0.12532099971064814,1856.395919210363
anger,307.1028017108854,0.05981389805674553,0.10087466032608695,1650.5772949445666
anger,310.80966306638487,0.052221376448869705,0.10693985376602565,1698.2734439328801
sadness,299.7381080314755,0.010317848064005375,0.11063639322916667,1639.6425724134929
sadness,292.6390197287815,0.007209413219243288,0.09039448582848837,1615.564320370511
sadness,292.8973135442043,0.008455554023385048,0.06903967696629214,1376.5865637965712
sadness,288.3105571531197,0.006014707963913679,0.07771901334269662,1582.4227947296217
sadness,281.5691086178868,0.006158095318824053,0.08274071848290598,1566.1980055084352
sadness,287.8798404758609,0.02037859708070755,0.2079186072716346,2332.4101232289136
sadness,272.4689224510885,0.008616034872829914,0.06309442934782608,1374.7695154945397
sadness,273.7251711660845,0.01043368224054575,0.06041418987771739,1276.476366320704
sadness,303.62813644134167,0.024050811305642128,0.066004390210177,1391.2230424713114
anger,308.5994779090441,0.01665208861231804,0.06985185731132075,1289.6838974067698
sadness,298.44929425845606,0.018490098416805267,0.0689282463592233,1335.2347355421803
neutral,299.1328760612058,0.018965408205986023,0.11762505073051949,1729.8125704303902
neutral,281.0305908237654,0.011882425285875797,0.055369755993150686,1279.3592390143108
neutral,292.7490433514743,0.010908130556344986,0.07782928036971831,1401.7055651366957
neutral,289.31857497902746,0.017587795853614807,0.13315610532407407,1787.3547539160024
neutral,303.4248485519865,0.00838529597967863,0.09234535530821918,1562.4561972761721
neutral,294.55056134258047,0.011917759664356709,0.07578032871462265,1338.0759520353556
neutral,271.9247382510072,0.013353977352380753,0.04906969572368421,1105.6445850275272
neutral,274.0674735409161,0.011328908614814281,0.051419270833333336,1156.723941513773
neutral,311.20879252480734,0.015170029364526272,0.06929154829545454,1289.2459225460827
anger,325.2050125440331,0.04488999396562576,0.09170968191964286,1613.3659445939027
neutral,288.8563358001382,0.014709140174090862,0.07295307360197369,1421.1591449791035
neutral,276.7868994535973,0.01406159158796072,0.10400965073529411,1600.3794598358527
neutral,253.5510356760206,0.010564533062279224,0.06143519390060241,1371.0772549257058
neutral,286.6506821769086,0.013635409064590931,0.05039720856741573,1155.2701781796004
neutral,306.3660852615426,0.020781708881258965,0.0635706890060241,1179.651051327635
neutral,299.906818615715,0.014553990215063095,0.061238606770833336,1243.248440168335
neutral,305.4647158857914,0.014432613737881184,0.07573872227822581,1368.7817917446414
neutral,313.73605272794674,0.028057372197508812,0.14342760059931506,1842.8320676045407
neutral,298.6642801862994,0.013374787755310535,0.06978804976851852,1447.3035880780676
neutral,313.86009645142843,0.030352171510457993,0.05082127305327869,998.246190638743
neutral,316.198892272913,0.026008855551481247,0.05070837220149254,1067.1209612709688
neutral,299.14209930556996,0.013523252680897713,0.06574105525362318,1287.770580223394
neutral,300.3576600849356,0.020047292113304138,0.06758840460526316,1266.343488541444
neutral,308.0630796114499,0.01554600428789854,0.06275989163306452,1213.2778603858985
neutral,299.2149470080616,0.011308911256492138,0.12928531044407895,1883.8936830306186
neutral,297.13970748783447,0.012124520726501942,0.07164083501344086,1422.3489818448593
neutral,304.2203021705053,0.022643588483333588,0.07349033043032786,1322.0798632051385
neutral,319.11174391598166,0.027233513072133064,0.09338220373376624,1587.7123721665998
neutral,291.72543201804604,0.013628482818603516,0.04754638671875,1100.332676395817
neutral,278.51621698297043,0.01090532448142767,0.061396059782608696,1315.7629354497644
neutral,274.1999556884801,0.009338580071926117,0.15269252232142858,2041.35503636856
neutral,299.5931344047806,0.021869562566280365,0.07014371141975309,1296.272397758012
neutral,301.10651554981,0.013248140923678875,0.06294389204545454,1323.0014088667176
neutral,285.94109761251946,0.011896852403879166,0.06692744908707865,1380.613279135918
neutral,300.3300447919976,0.01889144815504551,0.06430158943965517,1354.4660715343412
neutral,315.7726457911255,0.009417924098670483,0.06585372121710527,1390.4288650892986
neutral,307.5135366126911,0.010518019087612629,0.09561567164179105,1694.6933015841337
fear,286.97224744866656,0.009608366526663303,0.06837621228448276,1373.440864379343
fear,306.00324758313957,0.07476004958152771,0.1015155498798077,1722.2506752109036
fear,306.01260978009196,0.053421374410390854,0.07175580193014706,1439.1017391880596
fear,295.17396658769394,0.010394520126283169,0.09083632172131148,1594.1552904332407
fear,249.41269615861262,0.01663164608180523,0.050739247311827954,1183.4458848702982
fear,290.7453472186006,0.00907549262046814,0.053916157155797104,1219.5288620442375
fear,310.76789708162005,0.018541403114795685,0.0987548828125,1573.9573471312972
fear,302.5407786811456,0.010983623564243317,0.07159423828125,1349.261009521719
fear,287.6674084620602,0.012800082564353943,0.06789479672330097,1349.9461886860788
fear,308.4221816353546,0.05502060428261757,0.17073567708333334,2116.757354489189
fear,319.20333290386,0.04772404581308365,0.14945845170454544,2079.5709276028756
fear,287.95517782641815,0.015057391487061977,0.10152304292929293,1613.598774104322
fear,298.1038479945125,0.007987006567418575,0.07799930383663366,1515.1544141112608
fear,277.95939764318763,0.006848244462162256,0.07296532699742268,1457.9266021644494
fear,279.1739601758683,0.015049951151013374,0.0580078125,1223.059736306479
fear,260.0275185265049,0.013992988504469395,0.0595703125,1323.0671467792965
fear,296.2562953032345,0.02115141600370407,0.07255859375,1456.031877106301
fear,301.40143595982033,0.0469028539955616,0.08729383680555555,1610.1699795637649
disgust,313.33337247703275,0.029184352606534958,0.10757688492063493,1653.0229722710103
disgust,323.53781708747584,0.05540844053030014,0.10347633800287356,1605.3056549462929
disgust,286.47598902171694,0.007631018757820129,0.06502811039719626,1394.35483362409
anger,291.0715875251189,0.023664789274334908,0.07414265422077922,1468.8855699964195
disgust,274.76773656664426,0.01685776375234127,0.07775493421052632,1469.6158287576638
disgust,305.7501929648679,0.008988549932837486,0.0629124317354369,1265.1207502852546
disgust,327.74783895956404,0.021616272628307343,0.07877337346311475,1441.8887077656605
anger,334.83233022812504,0.0335063673555851,0.09412621670081968,1588.7066670850957
disgust,279.1884987750062,0.01506313681602478,0.07468668619791667,1443.2499214503453
disgust,304.9931629667725,0.017972270026803017,0.0802273220486111,1443.6971884805905
disgust,287.7762475734319,0.01032814010977745,0.06739783653846154,1333.9417513539115
anger,307.4384134630857,0.028166113421320915,0.08798668032786885,1514.1633167506468
disgust,311.8795850622719,0.021508490666747093,0.11792559956395349,1627.4807029654546
disgust,308.8513749925518,0.01956614851951599,0.11773574561403509,1776.5088288857933
disgust,287.8657657492007,0.009260164573788643,0.10200044297680412,1660.9811729982894
disgust,304.0641203000752,0.017755378037691116,0.09055524553571428,1418.5307981040544
disgust,302.2126455999261,0.013530216179788113,0.1826763731060606,2098.5658668732317
disgust,279.06721974307374,0.00906496960669756,0.05287124171401515,1293.174418837462
disgust,268.8265792229887,0.010620095767080784,0.050722319504310345,1149.5858223019434
disgust,293.3229642515894,0.02269809879362583,0.07488264117324561,1500.277138554955
disgust,291.7766175473849,0.015428380109369755,0.08135609567901235,1511.9843366975729
disgust,267.55114336368285,0.008637894876301289,0.06698277484939759,1485.3337803309398
anger,313.3358215339126,0.0460701547563076,0.11627113655821918,1697.7292094215256
anger,312.5264474432457,0.017855163663625717,0.09581667877906977,1605.2887242537067
anger,314.9824001308493,0.042935412377119064,0.12055983498831775,1784.2237453473044
anger,326.36711959616343,0.053806085139513016,0.1104150390625,1799.0983497717095
anger,303.86229220021124,0.03517422452569008,0.14046369280133927,1871.600097447783
anger,298.78247942852965,0.032255105674266815,0.08152363087871287,1498.5008650480802
anger,294.9537049848956,0.030741654336452484,0.0615454321509009,1229.9831626488924
anger,302.492261327318,0.0400882363319397,0.11542062661082474,1828.9345642797389
anger,340.5569684665276,0.09314586222171783,0.11751556396484375,1822.4122865450072
anger,312.3440203746186,0.05317581817507744,0.12364838088768115,1867.1195559101984
joy,325.2012112429319,0.09029717743396759,0.11706259084302326,1830.662634384672
joy,304.5795724799777,0.048008233308792114,0.0774507068452381,1461.0705605531186
joy,311.8486061072563,0.11943980306386948,0.14276592548076922,2148.6964166670477
joy,294.08179095007534,0.02851743809878826,0.08314273231907894,1500.8425710059605
joy,298.7450910301342,0.014416903257369995,0.06052809495192308,1263.2273976634874
joy,281.9337449315863,0.017181390896439552,0.061926055372807015,1285.051183322422
joy,314.97913407137196,0.01839427836239338,0.055103443287037035,1036.270638366795
joy,309.0930914960578,0.018068041652441025,0.061854771205357144,1213.398791069276
joy,291.5146853186097,0.0074084484949707985,0.05489309210526316,1264.2945227254027
joy,296.74840023502014,0.025148656219244003,0.10529548891129033,1587.910445229905
joy,306.8926535592824,0.015825709328055382,0.08170572916666667,1483.0638835723319
joy,297.4676043962052,0.01680365577340126,0.11337306356837606,1701.0971450954971
joy,296.9608918897865,0.00889319647103548,0.09852372839095745,1790.5865398687379
joy,307.52853847477246,0.0428142249584198,0.10033933080808081,1700.0049289852002
joy,284.8025787937619,0.021444810554385185,0.0745578342013889,1458.9741237436524
joy,299.9868748546487,0.02278251014649868,0.10116506177325581,1540.575017458475
joy,273.1010350314832,0.013685021549463272,0.08192027698863637,1551.4204863876544
joy,292.9792401916631,0.021652812138199806,0.07703435309579439,1490.9144252405472
joy,303.5669813237795,0.03295871615409851,0.13515745563271606,1974.8483958255242
sadness,265.75332996403074,0.007459729909896851,0.042218017578125,1170.3138898541497
sadness,280.8369077948011,0.007801514118909836,0.04350754310344827,1154.5295888582739
sadness,270.8179322675667,0.008325789123773575,0.05520833333333333,1321.4502191326417
sadness,279.72344083699585,0.008920196443796158,0.05286458333333333,1203.2247591633663
sadness,285.0006812761918,0.009090427309274673,0.05931245610955056,1227.0687326024836
sadness,293.2708250693087,0.010066994465887547,0.05557710830479452,1202.512790546844
sadness,290.60970689679937,0.004930758848786354,0.0646008943256579,1418.1712765671552
sadness,277.1338449817856,0.008671175688505173,0.04662657620614035,1149.7350033361786
sadness,269.1585497795575,0.00856961403042078,0.05434283088235294,1257.5608362081193
anger,332.14889639047266,0.17692534625530243,0.10220497532894737,1806.8753848788228
anger,328.4277551564935,0.15518790483474731,0.08390625,1498.6286426724103
anger,345.91793805374823,0.11102857440710068,0.13946533203125,1878.0093310658726
anger,331.01226579191166,0.06544207781553268,0.1052827380952381,1694.8591381542783
anger,344.21601359094325,0.09786024689674377,0.09824732730263158,1502.7145119912439
neutral,310.6267738136082,0.014762995764613152,0.06736979166666666,1336.5813135331384
anger,322.3933372818758,0.023797202855348587,0.0780181884765625,1455.3130664225819
fear,317.9559652170612,0.058636412024497986,0.09306196732954546,1650.1419524869762
fear,314.31853787439616,0.040202729403972626,0.07660319010416666,1405.0614086265848
fear,318.424691146564,0.031176814809441566,0.0880584716796875,1515.9181821574575
fear,312.3982146433565,0.01197019126266241,0.09117713341346154,1521.1640813659237
fear,309.9426884585704,0.017916427925229073,0.061650524400684935,1277.2498426360405
fear,305.607766416459,0.008320275694131851,0.07802734375,1464.5873388455157
fear,315.038788687764,0.009079907089471817,0.056473581414473686,1271.4414827452995
fear,311.48493557674544,0.007451011799275875,0.05501516241776316,1251.4531053991602
fear,321.9065226188284,0.011831676587462425,0.07046669407894737,1327.211938309323
disgust,311.59087288171685,0.01175282709300518,0.06908052884615384,1342.637810788475
disgust,323.1608479309572,0.011506677605211735,0.07494574652777777,1357.8880995968777
disgust,331.29828364831656,0.030298054218292236,0.08784853178879311,1417.9811757225455
disgust,312.72501601004626,0.009324058890342712,0.06568475979477612,1388.9275776244533
disgust,323.81870514640417,0.018526354804635048,0.078125,1423.831753256506
disgust,318.14789323773755,0.020218217745423317,0.074931640625,1339.2639067997845
disgust,302.3844813621788,0.009263248182833195,0.053279728084415584,1218.1376304058285
disgust,306.1850164988418,0.014160599559545517,0.07243516710069445,1333.7855265904445
disgust,310.74667233429085,0.008699264377355576,0.08567181755514706,1535.4811201578505
anger,303.8485929254876,0.014899426139891148,0.06631961945564516,1305.3198460955102
anger,318.71748548378866,0.026733802631497383,0.07161701259328358,1387.4827956366412
anger,331.25582367969815,0.04790298640727997,0.0939483642578125,1578.551182180408
joy,316.6361434029285,0.10365549474954605,0.08576556998239436,1514.3404650307145
joy,315.6564578445168,0.04628344625234604,0.08920084635416667,1569.7955818553503
joy,324.09972853748826,0.09242794662714005,0.09899259868421052,1598.5314275591047
joy,325.3999306510211,0.03540343418717384,0.09657353940217392,1515.316328157388
joy,310.0090899943011,0.009525414556264877,0.06612141927083333,1346.242261468133
joy,323.4145466337278,0.027466757223010063,0.0850973690257353,1501.9009490927065
joy,312.25380714857613,0.013664958998560905,0.06706036261792453,1320.4885737229845
joy,319.8535050153422,0.01941848173737526,0.07027040678879311,1391.6664624673265
joy,321.63602795030334,0.0102542694658041,0.06829941063596491,1440.2730566529276
sadness,312.7040498210446,0.00662161223590374,0.057281494140625,1301.6327330496356
sadness,309.25618044759824,0.008458095602691174,0.05864177766393443,1208.5978028109853
sadness,306.6878107623637,0.005798691883683205,0.05831405491504854,1341.9400925675293
sadness,313.6854314958139,0.017945023253560066,0.07142771026234568,1314.2841331804461
sadness,296.98202018538376,0.006915046367794275,0.048414963942307696,1176.006756336433
sadness,307.9402045222763,0.006731455214321613,0.06005859375,1354.0053527512011
sadness,307.134385913021,0.007775149308145046,0.05329553404850746,1297.939326023835
sadness,310.06036564809347,0.006958716548979282,0.062313565340909094,1298.1271432022288
sadness,304.29099764002854,0.007964921183884144,0.062112742456896554,1348.6347165467496
anger,348.4908855570338,0.18868543207645416,0.12411006804435484,1881.7100990600945
anger,321.74510627402714,0.05615556240081787,0.088818359375,1454.11085782704
anger,306.63099796646725,0.0702235996723175,0.10235987672018348,1691.5722425433034
anger,303.33634737594787,0.07815274596214294,0.13627355238970587,2019.7184480891685
sadness,289.72099490415195,0.005876689683645964,0.04782443576388889,1240.5543261591824
sadness,265.55752057125113,0.005714565981179476,0.059594131097560975,1336.1219497331465
fear,329.26118041933927,0.050508033484220505,0.12380526928191489,1822.8661730367412
fear,323.4163824974779,0.05046853795647621,0.08205003004807693,1451.5196144500947
fear,289.410759934859,0.028684750199317932,0.08868729440789473,1718.0633756269808
anger,330.41848453892146,0.0519273541867733,0.0970798068576389,1511.863374337766
fear,316.2042979880925,0.009844747371971607,0.054279568829113924,1225.1046286512064
fear,303.04258615360766,0.010456408374011517,0.07684426229508197,1431.6774315506743
fear,288.7988757910912,0.014017241075634956,0.08608022836538462,1617.83832942917
anger,324.0063601324507,0.055140282958745956,0.09333956068840579,1592.7590916662728
fear,304.4769397049362,0.00635221553966403,0.060445533608490566,1346.39741310461
fear,314.77887415316695,0.009186510927975178,0.058969350961538464,1242.6932669802438
fear,300.3140628484196,0.009034316055476665,0.06083984375,1357.008355928769
fear,270.6171953158128,0.006381858605891466,0.07786540743670886,1557.1019703995262
anger,318.1958194243914,0.04524611681699753,0.1350192775974026,2018.5896454236884
disgust,316.34093166117566,0.010217954404652119,0.0898166232638889,1517.4471318489502
disgust,322.00085643698753,0.023722883313894272,0.0838939525462963,1440.0857578764483
disgust,324.0413773088581,0.02219773642718792,0.0923915765224359,1490.6880080005974
disgust,299.51542672760337,0.0399155467748642,0.11494908707865169,1885.2689759325092
disgust,319.3748855745253,0.02188793197274208,0.07899234169407894,1377.2243385142206
disgust,304.80423467412146,0.02382168360054493,0.09725881177325581,1572.1508026915226
disgust,309.90220237908954,0.01119180116802454,0.09900343561746988,1546.4165707343784
disgust,322.6373553663371,0.03368823602795601,0.08052280970982142,1432.1581252551057
disgust,285.8401185656922,0.030944837257266045,0.08026592548076923,1537.81662462846
disgust,305.8855293218333,0.01184752956032753,0.13604878270348839,1897.9454945414204
