call_id,dataset,emotion,pitch_mean,pitch_std,pitch_range,pitch_slope,jitter,shimmer,hnr,rms_mean,rms_std,speech_rate,zcr,spectral_centroid
1001_DFA_DIS_XX,CREMA-D,disgust,0.0,0.0,0.0,0.0,0.05863398313522339,0.24276266992092133,1.0973504781723022,0.06767712533473969,0.03729061782360077,107.14286041259766,0.1462809294462204,1929.4222412109375
1001_DFA_SAD_XX,CREMA-D,sadness,92.77549743652344,16.865068435668945,48.29745864868164,-1.3319686651229858,0.07573489099740982,0.2509286403656006,1.7800711393356323,0.03941262513399124,0.03468376025557518,92.2131118774414,0.0900563895702362,1544.025634765625
1001_IEO_ANG_HI,CREMA-D,anger,0.0,0.0,0.0,0.0,0.0320524200797081,0.2112579345703125,4.724903106689453,0.06566084176301956,0.038702066987752914,110.29412078857422,0.14681918919086456,1882.2686767578125
1001_IEO_DIS_LO,CREMA-D,disgust,0.0,0.0,0.0,0.0,0.054247044026851654,0.19036053121089935,1.6781598329544067,0.08107740432024002,0.037418950349092484,119.88011932373047,0.0782025083899498,1455.984130859375
1001_IEO_FEA_HI,CREMA-D,fear,193.75387573242188,31.74510383605957,96.15555572509766,4.355362892150879,0.01624828763306141,0.20510800182819366,5.668148040771484,0.0911073312163353,0.05070526525378227,163.04347229003906,0.1393839567899704,1884.616455078125
1001_IEO_FEA_MD,CREMA-D,fear,141.83258056640625,16.562026977539062,57.6940803527832,3.2265069484710693,0.02115650288760662,0.22729678452014923,3.154243230819702,0.09976644068956375,0.057400766760110855,163.04347229003906,0.1637369841337204,2047.8431396484375
1001_IEO_SAD_LO,CREMA-D,sadness,104.8395004272461,10.25795841217041,38.67057418823242,-0.8520748019218445,0.06536361575126648,0.22251924872398376,2.7674074172973633,0.06825227290391922,0.05066518113017082,126.1912612915039,0.07622884213924408,1439.026123046875
1001_IOM_NEU_XX,CREMA-D,neutral,109.6947250366211,13.05025863647461,46.34349060058594,-0.558134138584137,0.027232525870203972,0.18093831837177277,5.5235185623168945,0.08726286143064499,0.05595335364341736,156.25,0.09603304415941238,1576.11376953125
1001_IWW_ANG_XX,CREMA-D,anger,0.0,0.0,0.0,0.0,0.03965923190116882,0.2447386533021927,2.8358218669891357,0.08927114307880402,0.04753684625029564,160.7142791748047,0.1529812216758728,1987.315673828125
1001_TIE_DIS_XX,CREMA-D,disgust,133.0521697998047,17.429664611816406,68.5066146850586,-0.41140246391296387,0.026775004342198372,0.16132327914237976,4.216763973236084,0.09343113005161285,0.04749574139714241,125.0,0.142822265625,1825.1513671875
1001_TIE_FEA_XX,CREMA-D,fear,151.42205810546875,14.691522598266602,43.52918243408203,1.0243091583251953,0.034222062677145004,0.19256119430065155,2.948603868484497,0.06203475594520569,0.032931964844465256,156.25,0.14453125,1915.62353515625
1001_TSI_FEA_XX,CREMA-D,fear,262.55169677734375,32.741302490234375,93.37190246582031,5.435579299926758,0.026372000575065613,0.18343712389469147,4.789179801940918,0.1016959697008133,0.04290059581398964,144.23077392578125,0.31257233023643494,3182.329833984375
1001_WSI_DIS_XX,CREMA-D,disgust,0.0,0.0,0.0,0.0,0.019436065107584,0.21833136677742004,2.2707536220550537,0.054931748658418655,0.0326317623257637,119.68085479736328,0.1795247346162796,2167.58935546875
1002_DFA_SAD_XX,CREMA-D,sadness,202.88870239257812,54.552696228027344,171.5164031982422,-3.645221471786499,0.05426926165819168,0.2497057318687439,3.113171339035034,0.08255673199892044,0.04588316008448601,126.63571166992188,0.08538411557674408,1597.30517578125
1002_IEO_ANG_LO,CREMA-D,anger,362.88958740234375,77.59519958496094,225.95777893066406,12.001176834106445,0.023442834615707397,0.1666451394557953,7.951717376708984,0.07635359466075897,0.05862906575202942,138.88888549804688,0.1728166788816452,2144.76513671875
1002_IEO_DIS_LO,CREMA-D,disgust,225.30728149414062,28.048376083374023,87.97698211669922,-4.054583549499512,0.020531050860881805,0.15308800339698792,6.436479568481445,0.0752735286951065,0.05159398168325424,160.7142791748047,0.1686333566904068,2253.229736328125
1002_IEO_DIS_MD,CREMA-D,disgust,0.0,0.0,0.0,0.0,0.02581576630473137,0.19233669340610504,4.699244499206543,0.10317502915859222,0.051369041204452515,193.96551513671875,0.18784180283546448,2271.84033203125
1002_IOM_NEU_XX,CREMA-D,neutral,211.69747924804688,17.963272094726562,64.51811981201172,-1.0322238206863403,0.03607878088951111,0.1721540242433548,9.257416725158691,0.0946391150355339,0.07207492738962173,132.04225158691406,0.0552707239985466,1303.3929443359375
1002_ITH_NEU_XX,CREMA-D,neutral,200.36611938476562,58.08620834350586,167.30419921875,-2.3894481658935547,0.037591516971588135,0.22298042476177216,4.700239181518555,0.07636373490095139,0.056221023201942444,96.15384674072266,0.08480023592710495,1639.012451171875
1002_ITS_FEA_XX,CREMA-D,fear,269.24847412109375,49.3672981262207,166.8968048095703,-4.16208028793335,0.04400096833705902,0.20957805216312408,4.775108814239502,0.10187596082687378,0.0650683343410492,160.7142791748047,0.1870795339345932,2328.09521484375
1002_IWL_SAD_XX,CREMA-D,sadness,220.22317504882812,23.724437713623047,73.16588592529297,-0.7221176028251648,0.040154580026865005,0.17126226425170898,7.030062198638916,0.06249953433871269,0.051343291997909546,89.864501953125,0.0672316774725914,1410.2720947265625
1002_TAI_ANG_XX,CREMA-D,anger,469.7196044921875,29.72250747680664,97.7760238647461,1.1784158945083618,0.02403232268989086,0.14827533066272736,8.090368270874023,0.08318079262971878,0.052948735654354095,152.0270233154297,0.19960422813892365,2471.324462890625
1002_TAI_DIS_XX,CREMA-D,disgust,258.7842712402344,49.650089263916016,162.76080322265625,-1.832890510559082,0.01955331861972809,0.16575080156326294,6.3583598136901855,0.09299939125776291,0.06436125189065933,147.05882263183594,0.1551513671875,2155.6962890625
1002_TSI_ANG_XX,CREMA-D,anger,850.73486328125,689.4238891601562,1657.2344970703125,116.66038513183594,0.027562633156776428,0.17790056765079498,6.695788383483887,0.0610598586499691,0.03236175701022148,152.0270233154297,0.3468724191188812,3483.806640625
1002_TSI_DIS_XX,CREMA-D,disgust,219.4910888671875,30.170076370239258,70.4540786743164,6.998561859130859,0.03282304108142853,0.17972685396671295,5.623959064483643,0.05823337659239769,0.03796950727701187,106.13207244873047,0.35700592398643494,3484.1064453125
1002_WSI_ANG_XX,CREMA-D,anger,307.99639892578125,55.50557327270508,168.0731658935547,-0.3516082763671875,0.027954624965786934,0.18412645161151886,7.195745944976807,0.07215782254934311,0.045446813106536865,136.36363220214844,0.2992989718914032,3012.992431640625
1002_WSI_NEU_XX,CREMA-D,neutral,191.95018005371094,75.58251190185547,211.75645446777344,-1.0554178953170776,0.04341374337673187,0.24379786849021912,5.746860504150391,0.03789437562227249,0.030480962246656418,102.7397232055664,0.13409258425235748,1888.12890625
1003_DFA_FEA_XX,CREMA-D,fear,226.8582763671875,57.006874084472656,200.13999938964844,2.0953774452209473,0.03067491576075554,0.18675442039966583,8.721970558166504,0.0499597005546093,0.0456247553229332,80.6451644897461,0.07532517611980438,1504.427490234375
1003_IEO_ANG_HI,CREMA-D,anger,426.3561706542969,109.491943359375,271.0753479003906,12.59506893157959,0.017797410488128662,0.16306385397911072,8.570266723632812,0.12009555101394653,0.05532980337738991,152.0270233154297,0.17787571251392365,2369.82373046875
1003_IEO_DIS_MD,CREMA-D,disgust,0.0,0.0,0.0,0.0,0.03951473534107208,0.22006893157958984,1.555947184562683,0.03908426687121391,0.029293568804860115,116.0120849609375,0.10015024244785309,1625.09716796875
1003_IEO_FEA_LO,CREMA-D,fear,204.1182861328125,19.441783905029297,61.20500183105469,-2.462895631790161,0.038800355046987534,0.1950787454843521,8.212388038635254,0.054926179349422455,0.04792103171348572,71.20252990722656,0.074951171875,1413.87646484375
1003_IEO_FEA_MD,CREMA-D,fear,174.05825805664062,25.631067276000977,92.65382385253906,-4.982812881469727,0.03515580669045448,0.19889789819717407,3.3963074684143066,0.05624318867921829,0.04001527652144432,71.92807006835938,0.07334107905626297,1431.9635009765625
1003_IOM_ANG_XX,CREMA-D,anger,472.5139465332031,90.14298248291016,390.25323486328125,3.9034018516540527,0.02178756147623062,0.16278982162475586,8.415898323059082,0.08410067111253738,0.043649110943078995,136.36363220214844,0.1860700398683548,2320.12255859375
1003_IOM_DIS_XX,CREMA-D,disgust,172.15386962890625,16.989328384399414,61.282508850097656,-0.9237719178199768,0.020536083728075027,0.16046704351902008,7.69438362121582,0.07930818945169449,0.05717691779136658,119.68085479736328,0.09369346499443054,1534.9464111328125
1003_ITH_ANG_XX,CREMA-D,anger,375.9465026855469,87.20086669921875,282.9521484375,-6.338849067687988,0.025048093870282173,0.16144388914108276,7.500673770904541,0.07793015986680984,0.059234894812107086,136.36363220214844,0.1818934828042984,2197.66064453125
1003_ITH_NEU_XX,CREMA-D,neutral,203.75717163085938,45.08953094482422,195.6796112060547,-2.3153603076934814,0.013410699553787708,0.14671944081783295,6.9524993896484375,0.07036411762237549,0.050245027989149094,154.10958862304688,0.1315126121044159,1869.970703125
1003_ITS_ANG_XX,CREMA-D,anger,314.67095947265625,62.22275924682617,233.27427673339844,-3.9234650135040283,0.027431407943367958,0.16293543577194214,8.28738784790039,0.05654049664735794,0.03537251055240631,113.63636016845703,0.2658509314060211,2717.755126953125
1003_TIE_DIS_XX,CREMA-D,disgust,0.0,0.0,0.0,0.0,0.02911432273685932,0.19664347171783447,5.535335063934326,0.03415459394454956,0.03283512592315674,141.1290283203125,0.11580057442188263,1707.91455078125
1003_TIE_FEA_XX,CREMA-D,fear,300.6988525390625,28.53803825378418,109.89961242675781,0.5883052945137024,0.030902255326509476,0.16974645853042603,6.58040189743042,0.07580921798944473,0.03946059197187424,144.23077392578125,0.14218197762966156,1970.6353759765625
1003_TSI_SAD_XX,CREMA-D,sadness,202.86122131347656,43.85655212402344,130.36012268066406,-0.7131054401397705,0.04134799912571907,0.20200470089912415,6.412116050720215,0.11863138526678085,0.036108944565057755,101.02285766601562,0.10119497776031494,1690.97119140625
1003_WSI_SAD_XX,CREMA-D,sadness,223.19497680664062,9.298262596130371,36.2264404296875,0.06494852155447006,0.05651399493217468,0.21729876101016998,5.801772594451904,0.05564724653959274,0.03330792859196663,89.87417602539062,0.10106956958770752,1616.9100341796875
1004_DFA_NEU_XX,CREMA-D,neutral,203.46240234375,17.79862403869629,67.0646743774414,-1.052822232246399,0.04086310788989067,0.18979261815547943,3.6131577491760254,0.05352998524904251,0.04171072691679001,98.7126235961914,0.10875822603702545,1926.0703125
1004_DFA_SAD_XX,CREMA-D,sadness,195.5384521484375,53.61426544189453,152.35459899902344,-2.263484477996826,0.06456658244132996,0.22027651965618134,4.321841239929199,0.05269075185060501,0.031627967953681946,84.62063598632812,0.07890953868627548,1620.8931884765625
1004_IEO_DIS_MD,CREMA-D,disgust,196.48419189453125,29.284645080566406,96.3177719116211,-2.1032159328460693,0.030227379873394966,0.17486560344696045,8.103389739990234,0.05879689380526543,0.051736727356910706,97.65625,0.10616341978311539,1625.8057861328125
1004_IOM_NEU_XX,CREMA-D,neutral,174.80215454101562,18.895254135131836,70.63873291015625,-1.313473105430603,0.03310384973883629,0.1782846450805664,6.761724948883057,0.0768945962190628,0.051923781633377075,118.30236053466797,0.06751098483800888,1439.0972900390625
1004_IOM_SAD_XX,CREMA-D,sadness,200.32626342773438,12.869630813598633,50.47735595703125,-0.332124799489975,0.03888808563351631,0.2092585414648056,8.096431732177734,0.07343177497386932,0.04792271554470062,104.5478286743164,0.05671115592122078,1360.239013671875
1004_ITS_DIS_XX,CREMA-D,disgust,205.43893432617188,18.2097225189209,69.54701232910156,1.22450852394104,0.05383405461907387,0.2387443333864212,3.622753143310547,0.044803276658058167,0.0380108468234539,118.5087661743164,0.09777960181236267,1655.964599609375
1004_ITS_SAD_XX,CREMA-D,sadness,237.1214141845703,38.95519256591797,121.39591217041016,-0.6174628734588623,0.054484687745571136,0.1994229257106781,5.442722320556641,0.08728566020727158,0.05777072533965111,80.7808837890625,0.07463877648115158,1535.3614501953125
1004_IWL_ANG_XX,CREMA-D,anger,248.06190490722656,27.801048278808594,124.18927764892578,-0.8741730451583862,0.01818784326314926,0.1518607884645462,8.287372589111328,0.05784842371940613,0.03297567740082741,151.2096710205078,0.1336030513048172,2001.9345703125
